ID,Genre,Senior,Enfants,Anciennete,Multi-lignes,Service Internet,Autres Services,Partenaire,Contrat,Facturation electronique,Mode de paiement,charges mensuelles,Charges totales,target
37254371,Femme,0,Non,21,Non,DSL,Oui,Oui,Annuel,Non,Cheque papier,"80,9","1714,95",Non
54566419,Homme,0,Non,31,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque papier,"79,3",2484,Non
27853262,Femme,0,Oui,68,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,85,"5607,75",Non
15231793,Homme,0,Oui,42,Oui,DSL,Oui,Oui,Mensuel,Oui,Virement bancaire,"69,4","3058,3",Non
36214245,Homme,0,Oui,46,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,"19,75","856,5",Non
44815268,Homme,1,Non,9,Non,Non,Oui,Oui,Annuel,Non,Carte bancaire,"19,85","183,15",Non
53076236,Homme,1,Oui,22,Non,DSL,Non,Oui,Mensuel,Non,Cheque papier,"40,05","880,2",Oui
55476529,Homme,0,Oui,70,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,"20,35","1458,1",Non
56316629,Femme,0,Non,7,Non,Fibre optique,Oui,Non,Annuel,Oui,Cheque papier,"94,05","633,45",Non
799940,Femme,0,Non,15,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"19,9","320,45",Non
17662078,Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,"71,35","71,35",Oui
53506287,Femme,0,Oui,8,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"20,05","163,6",Non
30253550,Homme,0,Oui,61,Non,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,"68,05","4158,25",Non
24532864,Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,"44,6","44,6",Non
40474757,Homme,0,Non,31,Non,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,"72,45","2156,25",Non
47275561,Homme,0,Non,61,Non,Fibre optique,Oui,Oui,Mensuel,Non,Carte bancaire,"94,15","5731,85",Non
48425696,Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,"80,45","5737,6",Non
37044346,Homme,0,Oui,69,Non,Non,Oui,Oui,Annuel,Oui,Carte bancaire,"20,55","1403,1",Non
55976586,Femme,0,Oui,43,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,20,"817,95",Non
363427,Homme,1,Non,52,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,"105,1","5376,4",Non
12711505,Femme,0,Non,18,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"71,1","1247,75",Non
20032349,Homme,0,Oui,61,Non,DSL,Non,Oui,Mensuel,Non,Virement bancaire,"33,6","2117,2",Non
53816328,Homme,0,Non,28,Non,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,"91,25","2483,65",Non
50475932,Homme,1,Non,13,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,98,"1237,85",Oui
56106600,Femme,0,Non,13,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,"94,1","1215,6",Oui
49445816,Homme,1,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"85,05","746,5",Oui
347411,Homme,1,Non,3,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"81,35","233,7",Oui
33503929,Femme,0,Non,18,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,"95,95","1745,5",Non
47685610,Homme,0,Non,29,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,"80,15","2265,25",Oui
36134235,Femme,0,Non,16,Non,Non,Oui,Non,Annuel,Non,Cheque papier,"19,05","326,65",Non
55266503,Femme,0,Oui,44,Non,DSL,Oui,Oui,Mensuel,Non,Virement bancaire,"56,25","2419,55",Non
25622994,Homme,0,Oui,1,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,"20,4","20,4",Non
30273552,Femme,0,Oui,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"79,6","79,6",Oui
50705961,Femme,1,Non,62,Oui,Fibre optique,Oui,Non,Annuel,Non,Cheque electronique,"84,45","4959,15",Non
54856452,Homme,1,Oui,66,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,"116,25","7862,25",Non
14231676,Femme,0,Non,29,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"78,9","2384,15",Oui
656773,Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"19,9","19,9",Oui
30833615,Homme,0,Non,69,Non,DSL,Non,Oui,Bisannuel,Non,Virement bancaire,"60,25","4055,5",Non
56806688,Femme,1,Non,2,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,"79,2","172,85",Oui
21022465,Femme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"77,15","77,15",Oui
632743,Homme,0,Non,10,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,"98,55","1008,55",Oui
40734787,Homme,0,Non,72,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,"103,65","7634,8",Non
24932912,Femme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,"73,5","73,5",Oui
26653112,Homme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,"103,4","7372,65",Oui
43265083,Homme,0,Oui,21,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,"19,8","350,1",Non
46305438,Femme,1,Non,20,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque papier,"61,6","1174,35",Oui
43915162,Homme,0,Oui,23,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,"54,15","1312,45",Non
43505114,Femme,0,Oui,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Carte bancaire,"113,65","8166,8",Non
23342732,Femme,0,Non,63,Oui,Fibre optique,Oui,Non,Mensuel,Non,Carte bancaire,"108,25","6780,1",Non
35484164,Homme,0,Non,65,Oui,DSL,Oui,Oui,Annuel,Non,Carte bancaire,"67,05","4309,55",Non
45815378,Homme,0,Non,4,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,"61,3","249,4",Non
25002919,Homme,1,Non,8,Non,DSL,Non,Oui,Mensuel,Oui,Cheque papier,"43,35","371,4",Non
36194243,Femme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"19,75","19,75",Non
14651725,Femme,0,Non,3,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,"94,9","273,2",Non
39144601,Homme,0,Oui,56,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Cheque papier,"115,85","6567,9",Non
56826690,Femme,0,Oui,67,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,"112,35","7388,45",Non
48335686,Homme,0,Oui,45,Non,Non,Oui,Oui,Bisannuel,Non,Cheque electronique,"19,2","903,7",Non
115131,Femme,0,Non,13,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"85,95","1215,65",Non
18212141,Femme,0,Oui,33,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Carte bancaire,"86,15","2745,7",Oui
14941757,Femme,1,Non,44,Non,DSL,Oui,Non,Annuel,Non,Virement bancaire,"74,85","3268,05",Non
24012809,Homme,0,Oui,2,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,"97,1","184,15",Non
38744548,Homme,0,Oui,62,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"105,5","6487,2",Non
12321460,Femme,0,Non,60,Non,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,"99,65","5941,05",Non
26613108,Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,"113,65","8182,75",Non
28173302,Femme,1,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"69,6","69,6",Oui
40414749,Homme,0,Non,22,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,"20,3","467,15",Non
54656428,Homme,0,Non,41,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,"20,15","802,35",Non
11531365,Femme,0,Oui,51,Non,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,"85,5","4421,95",Non
39094593,Femme,0,Oui,39,Oui,Non,Oui,Oui,Annuel,Oui,Cheque papier,"24,2","914,6",Non
53556294,Homme,0,Oui,21,Non,Non,Oui,Non,Bisannuel,Non,Cheque papier,"19,6",397,Non
53136242,Homme,0,Non,3,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,"49,15","169,05",Oui
5764,Femme,0,Oui,18,Non,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,"54,4","957,1",Non
44565238,Femme,0,Non,26,Non,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,"54,75","1406,9",Non
38834560,Homme,0,Non,6,Non,Non,Oui,Non,Mensuel,Non,Virement bancaire,"20,15","130,5",Non
30613589,Homme,0,Non,9,Oui,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,"69,05","653,95",Non
51116008,Homme,0,Oui,39,Non,DSL,Non,Non,Annuel,Non,Virement bancaire,"54,85","2191,7",Non
59206963,Femme,1,Non,27,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"101,25","2754,45",Oui
17352041,Homme,0,Non,71,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,"90,55",6404,Non
53886335,Femme,0,Oui,67,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,104,"7039,05",Non
28233309,Femme,0,Non,15,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,"25,2","387,9",Non
21962575,Homme,1,Non,39,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,"95,65","3759,05",Oui
159185,Femme,0,Non,13,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"79,25","1111,65",Oui
40824796,Femme,0,Non,53,Non,Non,Oui,Oui,Annuel,Non,Virement bancaire,"20,8","1021,8",Oui
24752893,Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"20,45","20,45",Non
25642996,Femme,0,Non,1,Non,DSL,Non,Non,Mensuel,Non,Virement bancaire,"25,25","25,25",Non
57536773,Homme,0,Non,38,Non,DSL,Oui,Non,Annuel,Oui,Cheque papier,"62,3","2354,8",Oui
50365920,Homme,0,Non,67,Non,DSL,Oui,Non,Bisannuel,Non,Virement bancaire,"65,55","4361,55",Non
41294853,Homme,1,Non,69,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,"20,3","1356,3",Non
26083045,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,"45,4","45,4",Oui
46245431,Homme,0,Non,10,Oui,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,"72,15","794,25",Oui
707833,Femme,0,Oui,70,Non,DSL,Oui,Oui,Annuel,Non,Carte bancaire,"74,1","5222,3",Non
30463573,Femme,1,Non,32,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"79,5",2665,Non
51025999,Homme,0,Non,48,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,"20,05",1036,Non
10931293,Femme,0,Non,62,Oui,DSL,Oui,Non,Bisannuel,Non,Virement bancaire,"84,5","5193,2",Non
45625356,Homme,0,Non,48,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"95,4","4445,3",Non
13761622,Femme,0,Non,35,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"86,45","3029,1",Oui
58836921,Homme,0,Oui,27,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,"19,7","509,3",Non
7279,Homme,1,Non,30,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,"74,75","2111,3",Non
19222263,Femme,0,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"80,2","146,05",Oui
52636180,Femme,1,Non,11,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,"95,15","997,65",Oui
42935044,Homme,1,Non,19,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"90,6",1660,Oui
17642076,Homme,1,Non,56,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"101,05",5594,Non
743880,Homme,0,Non,33,Oui,DSL,Oui,Non,Mensuel,Oui,Virement bancaire,"54,65","1665,2",Non
40484758,Homme,0,Non,1,Oui,DSL,Oui,Non,Mensuel,Non,Cheque papier,"60,1","60,1",Oui
10051187,Femme,0,Non,58,Oui,DSL,Oui,Oui,Annuel,Oui,Virement bancaire,"61,05","3478,75",Non
26683120,Femme,1,Non,32,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,"85,95","2628,6",Oui
11901406,Femme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,76,76,Oui
43045056,Femme,1,Non,53,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,"25,1","1275,6",Non
26013038,Homme,0,Non,32,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,"20,35","707,5",Non
11251332,Femme,0,Non,1,Non,DSL,Non,Non,Mensuel,Oui,Cheque papier,"25,15","25,15",Non
12411471,Femme,0,Non,8,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"19,2","156,85",Non
40114718,Homme,0,Non,38,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,"110,7","4428,6",Non
53596299,Homme,0,Oui,46,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,80,"3769,7",Non
57696789,Homme,0,Oui,25,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"20,8","460,2",Non
56386637,Femme,0,Oui,10,Oui,DSL,Oui,Oui,Annuel,Non,Cheque electronique,"70,3","676,15",Non
33513931,Femme,0,Oui,67,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,"109,4","7281,6",Non
9981177,Femme,0,Non,6,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,"109,9","669,45",Oui
44495230,Femme,1,Non,43,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,"107,55","4533,9",Oui
38244488,Homme,0,Oui,4,Oui,Non,Oui,Oui,Annuel,Non,Carte bancaire,"24,1","73,1",Non
42575002,Homme,0,Non,19,Non,DSL,Oui,Non,Mensuel,Oui,Carte bancaire,55,"1046,5",Oui
26843141,Homme,0,Non,14,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,"76,45","1117,55",Non
51816092,Homme,1,Non,2,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque papier,"86,85","156,35",Oui
15771858,Femme,0,Non,65,Non,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,"58,9","3857,1",Non
39064590,Femme,0,Oui,10,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,"20,15","220,8",Non
37294375,Homme,0,Oui,71,Non,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,"19,6","1387,45",Non
36684303,Homme,0,Non,51,Non,Fibre optique,Oui,Non,Annuel,Non,Cheque papier,"86,35","4267,15",Non
57296745,Homme,0,Non,68,Oui,Fibre optique,Oui,Non,Annuel,Non,Virement bancaire,"101,35","7110,75",Non
18262147,Femme,0,Non,62,Oui,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,"115,05","7133,45",Non
13431584,Femme,0,Oui,6,Oui,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,"48,95","273,25",Non
59697022,Homme,0,Non,12,Non,DSL,Oui,Non,Annuel,Oui,Cheque electronique,"59,8","727,8",Oui
46095413,Homme,1,Non,61,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,"85,55","5251,75",Non
49385809,Homme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,"108,4","7719,5",Non
440513,Femme,1,Non,5,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"74,35","334,8",Oui
59266969,Femme,1,Non,22,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,"74,4","1692,6",Oui
11001301,Homme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,"110,6","7962,2",Non
26373079,Femme,1,Non,2,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"85,55","187,45",Oui
43315090,Homme,0,Oui,8,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque electronique,"54,4","475,1",Non
649764,Femme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,"66,85","4758,8",Non
15461820,Femme,0,Oui,61,Non,DSL,Non,Oui,Bisannuel,Non,Carte bancaire,"51,35","3244,4",Non
32313795,Homme,0,Non,8,Non,DSL,Oui,Oui,Mensuel,Oui,Cheque papier,"54,75","445,85",Non
44785265,Homme,1,Non,69,Non,DSL,Non,Oui,Annuel,Oui,Carte bancaire,"29,8","2134,3",Non
52436160,Femme,0,Oui,2,Non,Non,Oui,Non,Annuel,Non,Virement bancaire,"20,5","38,25",Non
45615355,Femme,0,Oui,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"89,35","89,35",Non
45405332,Homme,0,Oui,44,Non,DSL,Non,Oui,Bisannuel,Oui,Carte bancaire,"54,05","2375,2",Non
28523345,Homme,0,Non,10,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,"74,15","811,8",Oui
35034112,Femme,0,Non,22,Non,DSL,Oui,Non,Annuel,Non,Virement bancaire,"65,25","1441,8",Non
55196496,Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"69,65","69,65",Oui
46785498,Homme,0,Oui,49,Non,DSL,Non,Oui,Annuel,Oui,Virement bancaire,"51,8","2541,25",Oui
630741,Femme,0,Non,47,Oui,DSL,Oui,Non,Bisannuel,Oui,Cheque papier,65,"2879,9",Non
672789,Femme,0,Oui,24,Oui,DSL,Oui,Oui,Annuel,Non,Cheque electronique,"78,4","1832,4",Non
12491479,Homme,0,Non,41,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"104,7","4346,4",Oui
57316747,Femme,0,Oui,4,Non,DSL,Oui,Oui,Mensuel,Non,Cheque papier,"56,5","235,1",Oui
482562,Homme,0,Non,3,Oui,Non,Oui,Oui,Mensuel,Oui,Cheque papier,"23,6","89,05",Non
15841868,Femme,0,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,"83,75","247,25",Oui
42224960,Femme,0,Oui,1,Non,Non,Oui,Oui,Mensuel,Oui,Carte bancaire,"20,15","20,15",Oui
58086834,Femme,1,Non,18,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,"103,6","1806,35",Non
55706557,Femme,0,Oui,6,Non,Non,Oui,Oui,Annuel,Non,Carte bancaire,19,"105,5",Non
14621722,Femme,0,Non,9,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,"74,25","639,65",Oui
30403566,Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,"50,75","50,75",Oui
44585240,Homme,0,Oui,68,Non,Fibre optique,Oui,Oui,Annuel,Non,Carte bancaire,"105,75","7322,5",Non
47975644,Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"75,9","75,9",Oui
49835860,Femme,0,Non,71,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,"89,3","6388,65",Non
59587010,Homme,0,Non,23,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,81,"1917,1",Oui
32733842,Homme,1,Non,36,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"96,5","3436,1",Oui
32383803,Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20,20,Non
31313673,Femme,0,Non,54,Oui,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,"70,15","3715,65",Oui
36834323,Femme,0,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"70,15","123,8",Non
25783014,Femme,0,Non,29,Oui,DSL,Oui,Non,Annuel,Oui,Carte bancaire,71,"2080,1",Non
47175549,Homme,0,Non,70,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,"24,25","1724,15",Non
4955,Femme,1,Oui,60,Non,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,"74,85","4456,35",Non
51126009,Homme,0,Oui,15,Non,Non,Oui,Oui,Annuel,Oui,Cheque papier,"19,5","239,75",Non
42054942,Homme,0,Non,3,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,"19,8","58,15",Oui
8581011,Homme,0,Non,3,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,"50,15","160,85",Non
32253787,Homme,0,Oui,27,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,"75,75",1929,Non
10721270,Homme,0,Oui,62,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,"115,55","7159,05",Non
719847,Femme,0,Non,65,Non,DSL,Oui,Non,Bisannuel,Oui,Virement bancaire,"84,85","5459,2",Non
21992580,Homme,0,Non,48,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,"20,15","982,95",Non
26313072,Homme,0,Oui,47,Oui,DSL,Oui,Oui,Bisannuel,Oui,Cheque papier,"90,5","4318,35",Non
58346866,Femme,0,Non,8,Non,DSL,Oui,Oui,Bisannuel,Non,Cheque papier,"65,5","564,35",Non
16601955,Homme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"75,45","75,45",Oui
16561950,Homme,0,Oui,67,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,"104,6","6885,75",Non
24252834,Femme,0,Non,66,Non,DSL,Oui,Non,Bisannuel,Oui,Virement bancaire,"61,15","4017,45",Non
45365328,Femme,0,Oui,30,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,"19,7","599,25",Non
50415925,Homme,0,Oui,62,Non,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,"20,65","1218,45",Non
59517002,Homme,0,Non,3,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,"49,9","130,1",Oui
43925163,Homme,0,Oui,8,Non,Non,Oui,Non,Mensuel,Non,Virement bancaire,"19,45","159,2",Non
30973631,Femme,0,Non,4,Non,Non,Oui,Non,Mensuel,Non,Virement bancaire,"20,95","85,5",Oui
39764675,Homme,0,Oui,26,Non,DSL,Oui,Oui,Annuel,Non,Cheque papier,"50,35","1285,8",Non
58046829,Femme,0,Oui,8,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,"19,05","201,7",Non
58636899,Homme,0,Oui,22,Non,Fibre optique,Oui,Oui,Annuel,Oui,Cheque papier,"100,05","2090,25",Non
56846692,Femme,0,Non,39,Non,DSL,Non,Non,Annuel,Non,Virement bancaire,"41,15","1700,9",Non
31893744,Homme,0,Oui,4,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,"49,35","219,65",Oui
39894691,Homme,0,Non,31,Non,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,"66,4","2019,8",Non
29343444,Homme,1,Non,40,Non,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,"98,15","4116,8",Non
49275796,Homme,0,Non,39,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"106,4","4040,65",Non
42464989,Femme,0,Non,26,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,"19,2","459,6",Non
26063043,Homme,0,Non,46,Non,DSL,Non,Non,Mensuel,Non,Virement bancaire,"30,3","1380,1",Oui
13851631,Homme,1,Non,38,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"102,6","4009,2",Non
47405578,Homme,0,Non,51,Non,Non,Oui,Non,Annuel,Non,Cheque electronique,"19,1","1007,8",Non
13991647,Femme,0,Oui,59,Oui,DSL,Oui,Oui,Annuel,Non,Cheque papier,"65,5","3801,3",Non
11951413,Femme,0,Non,15,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"84,3","1308,4",Oui
14081658,Homme,0,Non,35,Oui,Non,Oui,Non,Mensuel,Oui,Cheque electronique,"25,6","901,25",Non
18452171,Femme,0,Non,21,Non,DSL,Oui,Non,Annuel,Oui,Cheque electronique,"60,25","1258,35",Non
17982114,Homme,0,Oui,45,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,95,"4368,85",Non
39574650,Homme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,"108,95",7875,Non
14751735,Homme,0,Non,9,Non,DSL,Non,Non,Mensuel,Oui,Cheque electronique,"45,4","418,8",Oui
43325093,Femme,0,Oui,7,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,"20,45","150,75",Non
3540,Femme,0,Non,11,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,"97,85","1105,4",Oui
48515706,Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,"19,65","19,65",Non
23452745,Femme,0,Non,42,Non,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,99,4135,Non
444517,Femme,0,Non,28,Non,DSL,Oui,Non,Annuel,Non,Cheque papier,"54,3","1546,3",Non
42735020,Homme,1,Non,14,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,"95,6","1273,3",Non
33123887,Femme,1,Non,72,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,"106,85","7677,4",Non
23592760,Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Virement bancaire,"19,65","19,65",Non
30063529,Homme,0,Non,16,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,"19,7","342,4",Oui
36544286,Homme,0,Oui,45,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,"73,85",3371,Non
22062587,Femme,0,Oui,44,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,"19,6","780,25",Non
43155071,Homme,0,Oui,35,Non,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,"85,15","3030,6",Oui
51196021,Femme,0,Oui,34,Non,DSL,Non,Oui,Annuel,Non,Cheque papier,"61,25","1993,2",Non
36574289,Homme,0,Oui,3,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,"91,85","257,05",Oui
31793733,Femme,0,Oui,23,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,"77,15","1759,4",Non
34224013,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,"50,55","50,55",Oui
12861522,Homme,0,Non,37,Oui,DSL,Oui,Non,Annuel,Non,Cheque electronique,"67,45","2443,3",Non
56936702,Homme,0,Oui,28,Non,Fibre optique,Oui,Oui,Annuel,Non,Virement bancaire,"100,35",2799,Non
349413,Femme,0,Non,29,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,"74,95","2149,05",Non
34164006,Homme,0,Non,1,Oui,Non,Oui,Non,Mensuel,Oui,Cheque papier,"24,05","24,05",Oui
21372511,Homme,0,Non,1,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,"74,25","74,25",Oui
26913150,Femme,0,Non,8,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,"64,1","504,05",Non
